Union_Name,Upazilla_Name,Union_code
JULDHA,KARNAPHULI,426
SHIKALBAHA,KARNAPHULI,705
ADHUNAGAR,LOHAGARA,109
AMIRABAD,LOHAGARA,118
BARAHATIA,LOHAGARA,144
CHARAMBA,LOHAGARA,178
CHUNATI,LOHAGARA,187
KALAUZAN,LOHAGARA,444
LOHAGARA,LOHAGARA,478
PADUA,LOHAGARA,611
PUTIBILA,LOHAGARA,620
DHUM,MIRSARAI,208
HAITKANDI,MIRSARAI,342
HINGULI,MIRSARAI,351
ICHHAKHALI,MIRSARAI,377
JORARGANJ,MIRSARAI,411
KARERHAT,MIRSARAI,445
KATACHHARA,MIRSARAI,454
KHAIYACHHARA,MIRSARAI,463
MAGHADIA,MIRSARAI,514
MAYANI,MIRSARAI,523
MIRSARAI,MIRSARAI,532
MITHANALA,MIRSARAI,541
OSMANPUR,MIRSARAI,584
SAHERKHALI,MIRSARAI,717
WAHEDPUR,MIRSARAI,850
WARD NO.02,MIRSARAI,002
ASHIA,PATIYA,109
BARALIA,PATIYA,151
BHATIKHAIN,PATIYA,160
CHHANHARA,PATIYA,195
DAKKHIN BHURSHI,PATIYA,212
DHALGHAT,PATIYA,221
HABILAS DWIP,PATIYA,342
HAIDGAON,PATIYA,351
JANGALKHAIN,PATIYA,408
JIRI,PATIYA,417
KACHUAI,PATIYA,443
KASHIAISH,PATIYA,452
KELISHAHAR,PATIYA,461
KHARANA,PATIYA,470
KOLAGAON,PATIYA,479
KUSUMPURA,PATIYA,488
SHOBHANDANDI,PATIYA,714
CHANDRAGHONA KADAMTALI,RANGUNIA,176
DAKKHIN RAJANAGAR,RANGUNIA,210
ISLAMPUR,RANGUNIA,377
KODALA,RANGUNIA,444
LALANAGAR,RANGUNIA,478
MARIAMNAGAR,RANGUNIA,512
PARUA,RANGUNIA,621
POMARA,RANGUNIA,630
RAJANAGAR,RANGUNIA,681
RANGUNIA,RANGUNIA,690
SARAFBHATA,RANGUNIA,716
SHILAK,RANGUNIA,725
BAGOAN,RAOZAN,142
BINAJURI,RAOZAN,151
CHIKDAIR,RAOZAN,177
DABUA,RAOZAN,211
GOHIRA,RAOZAN,311
HALADIA,RAOZAN,345
KADALPUR,RAOZAN,445
NOAJISHPUR,RAOZAN,545
NOAPARA,RAOZAN,554
PAHARTALI,RAOZAN,613
PASHCHIM GUZARA,RAOZAN,622
PURBA GUZARA,RAOZAN,631
RAOZAN,RAOZAN,682
URKIRCHAR,RAOZAN,782
AMANULLA,SANDWIP,109
AZIMPUR,SANDWIP,118
BAURIA,SANDWIP,144
DIRGHAPAR,SANDWIP,211
HARAMIA,SANDWIP,345
HARISHPUR,SANDWIP,354
KALAPANIA,SANDWIP,446
MAGDHARA,SANDWIP,513
MAITBHANGA,SANDWIP,522
MUCHHAPUR,SANDWIP,531
SANTOSHPUR,SANDWIP,715
SARIKAIT,SANDWIP,724
URIRCHAR,SANDWIP,783
AMILAISH,SATKANIA,109
BAZALIA,SATKANIA,143
CHARATI,SATKANIA,177
DHEMSHA,SATKANIA,220
EOCHIA,SATKANIA,246
KALIAISH,SATKANIA,445
KANCHANA,SATKANIA,454
KEOCHIA,SATKANIA,463
KHAGARIA,SATKANIA,472
MADARSHA,SATKANIA,515
PASCHIM DHEMSHA,SATKANIA,616
PURANGAR,SATKANIA,625
SADAHA,SATKANIA,717
SATKANIA,SATKANIA,726
SONAKANIA,SATKANIA,735
BARABKUNDA,SITAKUNDA,160
BARAIYADHALA,SITAKUNDA,169
BHATIARY,SITAKUNDA,178
KUMIRA,SITAKUNDA,444
MURADPUR,SITAKUNDA,511
SALIMPUR,SITAKUNDA,710
WARD NO. 35,BAKALIA,035
WARD NO. 15(PART),CHALK BAZAR,015
WARD NO. 37,CHITTAGONG PORT,037
WARD NO. 38,CHITTAGONG PORT,038
WARD NO 24 (PART),DOUBLEMOORING,024
WARD NO-28 (PART),DOUBLEMOORING,028
WARD NO. 36,DOUBLEMOORING,036
WARD NO. 39,EPZ,039
WARD NO. 31,KOTWALI,031
WARD NO. 32,KOTWALI,032
WARD NO. 33,KOTWALI,033
WARD NO. 34,KOTWALI,034
WARD NO. 08 (PART),KHULSHI,008
WARD NO. 40,PATENGA,040
WARD NO. 41,PATENGA,041
ADDA,BARURA,109
ADRA,BARURA,118
AGANAGAR,BARURA,127
BHAUKSAR,BARURA,154
CHITADDA,BARURA,180
DAKKHIN KHOSHBAS,BARURA,214
DAKKHIN SHILMURI,BARURA,223
GALIMPUR,BARURA,315
JALAM,BARURA,415
LAKKHIPUR,BARURA,482
PAYALGACHHA,BARURA,615
SHAKPUR,BARURA,715
UTTAR KHOSHBAS,BARURA,782
UTTAR SHILMURI,BARURA,791
BRAHMANPARA,BRAHMANPARA,142
CHANDLA,BRAHMANPARA,176
DULALPUR,BRAHMANPARA,210
MADHABPUR,BRAHMANPARA,508
MALAPARA,BRAHMANPARA,517
SAHEBABAD,BRAHMANPARA,708
SHASHIDAL,BRAHMANPARA,717
SIDLAI,BRAHMANPARA,726
BAKSHIMUL,BURICHANG,142
BHARELLA DAKSHIN,BURICHANG,151
BHARELLA UTTAR,BURICHANG,160
BURICHANG,BURICHANG,169
MAYNAMATI,BURICHANG,509
MOKAM,BURICHANG,518
PIR JATRAPUR,BURICHANG,610
SHOLANAL,BURICHANG,711
BARERA,CHANDINA,142
BARKAIT,CHANDINA,151
BARKARAI,CHANDINA,160
BATAGHASI,CHANDINA,169
DOLLAI NABABPUR,CHANDINA,212
ETBARPUR,CHANDINA,246
GALLAI,CHANDINA,313
JOAG,CHANDINA,413
KERANKHAL,CHANDINA,447
MADHAIYA,CHANDINA,514
MAHICHAIL,CHANDINA,523
MAIJKHAR,CHANDINA,532
ALKARA,CHAUDDAGRAM,109
BATISHA,CHAUDDAGRAM,143
CHEORA,CHAUDDAGRAM,177
GHOLPASHA,CHAUDDAGRAM,310
GUNABATI,CHAUDDAGRAM,319
JAGANNATHDIGHI,CHAUDDAGRAM,411
KANKAPAIT,CHAUDDAGRAM,454
KASHINAGAR,CHAUDDAGRAM,463
MUNSIRHAT,CHAUDDAGRAM,514
SHUBHAPUR,CHAUDDAGRAM,713
UJIRPUR,CHAUDDAGRAM,781
BARAPARA,COMILLA SADAR DAKKHIN,160
CHOUARA,COMILLA SADAR DAKKHIN,183
BIJOYPUR,COMILLA SADAR DAKKHIN,205
GALIARA,COMILLA SADAR DAKKHIN,316
PASHCHIM JORKANAN,COMILLA SADAR DAKKHIN,614
PURBA JORKANAN,COMILLA SADAR DAKKHIN,641
BITESHWAR,DAUDKANDI,151
DAUDKANDI UTTAR,DAUDKANDI,210
DAULATPUR,DAUDKANDI,219
ELIATGANJ DAKKHIN,DAUDKANDI,245
ELIATGANJ UTTAR,DAUDKANDI,254
GOALMARI,DAUDKANDI,313
JINGLATALI,DAUDKANDI,414
MALIGAON,DAUDKANDI,514
MARUKA,DAUDKANDI,523
MOHAMMADPUR PASHCHIM,DAUDKANDI,532
PANCHGACHHIA PASHCHIM,DAUDKANDI,625
SUNDALPUR,DAUDKANDI,717
BARA SHALGHAR,DEBIDWAR,142
BARKAMTA,DEBIDWAR,151
BHANI,DEBIDWAR,160
DAKKHIN GUNAIGHAR,DEBIDWAR,211
DHAMTI,DEBIDWAR,220
ELAHABAD,DEBIDWAR,246
FATEHABAD,DEBIDWAR,280
JAFARGANJ,DEBIDWAR,413
RAJAMEHAR,DEBIDWAR,679
SUBIL,DEBIDWAR,714
UTTAR GUNAIGHAR,DEBIDWAR,782
YUSUFPUR,DEBIDWAR,915
ASADPUR,HOMNA,109
BHASANIA,HOMNA,143
CHANDERCHAR,HOMNA,177
GHAGUTIA,HOMNA,311
GHARMORA,HOMNA,320
JOYPUR,HOMNA,412
MATHABHANGA,HOMNA,512
NILAKHI,HOMNA,546
AMRATALI,ADARSHA SADAR,109
DAKKHIN DURGAPUR,ADARSHA SADAR,210
JAGANNATHPUR,ADARSHA SADAR,409
KALIR BAZAR,ADARSHA SADAR,443
PANCHTHUBI,ADARSHA SADAR,609
UTTAR DURGAPUR,ADARSHA SADAR,775
AJGARA,LAKSAM,109
BAKAI,LAKSAM,143
BAKAIDAKHIN,LAKSAM,143
BAKAI DAKKHIN,LAKSAM,143
KANDIRPAR,LAKSAM,442
MUDAFARGANJ,LAKSAM,509
PURBA LAKSAM,LAKSAM,609
UTTARDA,LAKSAM,775
BAGMARA DAKKHIN,LALMAI,142
BAKAIUTTAR,LALMAI,143
BAGMARA UTTAR,LALMAI,151
BELGHAR DAKKHIN,LALMAI,169
BELGHAR UTTAR,LALMAI,178
BHULAIN DAKKHIN,LALMAI,187
BHULAIN UTTAR,LALMAI,196
PERUL DAKKHIN,LALMAI,623
PERUL UTTAR,LALMAI,632
BAISHGAON,MANOHARGANJ,142
BIPULASAR,MANOHARGANJ,151
DAKKHIN JHALAM,MANOHARGANJ,210
HASNABAD,MANOHARGANJ,343
KHILA,MANOHARGANJ,443
LAKKHANPUR,MANOHARGANJ,477
MAISHATUA,MANOHARGANJ,511
NATHER PETUA,MANOHARGANJ,545
SARASPUR,MANOHARGANJ,711
UTTAR HAOLA,MANOHARGANJ,778
UTTAR JHALAM,MANOHARGANJ,787
BARAKANDA,MEGHNA,142
BHAORKHOLA,MEGHNA,151
CHALIBHANGA,MEGHNA,177
CHANDANPUR,MEGHNA,186
LUTERCHAR,MEGHNA,477
MANIKARCHAR,MEGHNA,511
RADHANAGAR,MEGHNA,677
AKUBPUR,MURADNAGAR,109
ANDIKOT,MURADNAGAR,118
BABUTIPARA,MURADNAGAR,143
BANGARA (PASHCHIM),MURADNAGAR,152
CHAPITALA,MURADNAGAR,177
CHHALIAKANDI,MURADNAGAR,186
DARORA,MURADNAGAR,211
DHAMGHAR,MURADNAGAR,220
JAHAPUR,MURADNAGAR,405
JATRAPUR,MURADNAGAR,414
KAMALLA,MURADNAGAR,439
MURADNAGAR,MURADNAGAR,504
NABIPUR (PASHCHIM),MURADNAGAR,537
NABIPUR (PURBA),MURADNAGAR,546
PURBA BANGARA,MURADNAGAR,612
PURBADHAIR (PASHCHIM),MURADNAGAR,621
PURBADHAIR (PURBA),MURADNAGAR,630
RAMCHANDRAPUR (DAKKHIN),MURADNAGAR,671
RAMCHANDRAPUR (UTTAR),MURADNAGAR,680
SREEKAIL,MURADNAGAR,705
TANKI,MURADNAGAR,738
BAKSAGANJ,NANGALKOT,143
BANGODDA,NANGALKOT,152
DOULKHANR,NANGALKOT,220
HESHAKHAL,NANGALKOT,345
JODDA,NANGALKOT,412
MAKRABPUR,NANGALKOT,512
MOKRA,NANGALKOT,521
PERIA,NANGALKOT,613
RAYKOT,NANGALKOT,680
BALARAMPUR,TITAS,142
BHITIKANDI,TITAS,151
JAGATPUR,TITAS,408
KALAKANDI,TITAS,442
KARAIYAKANDI,TITAS,451
MAJITPUR,TITAS,510
NARAYANDIA,TITAS,544
SATANI,TITAS,710
ZIARKANDI,TITAS,942
BAMU BILCHHARI,CHAKARIA,151
BARAITALI,CHAKARIA,160
BHEOLA MANIKCHAR,CHAKARIA,169
CHIRINGGA,CHAKARIA,179
DHEMUSHIA,CHAKARIA,213
DULAHAZARA,CHAKARIA,222
HARBANG,CHAKARIA,348
KAIYARBIL,CHAKARIA,448
KAKARA,CHAKARIA,457
KHUTAKHALI,CHAKARIA,466
KONAKHALI,CHAKARIA,475
LAKKHYARCHAR,CHAKARIA,485
PASHCHIM BARA BHEOLA,CHAKARIA,618
PURBA BARA BHEOLA,CHAKARIA,627
SAHARBIL,CHAKARIA,719
SURAJPUR MANIKPUR,CHAKARIA,728
BHARUAKHALI,COXS BAZAR SADAR,142
CHOUFALDANDI,COXS BAZAR SADAR,176
EIDGAON,COXS BAZAR SADAR,243
JALALABAD,COXS BAZAR SADAR,411
JHILANGJA,COXS BAZAR SADAR,420
KHURUSHKUL,COXS BAZAR SADAR,446
PATALI MACHHUAKHALI (PM KHALI),COXS BAZAR SADAR,612
POKKHALI,COXS BAZAR SADAR,621
ALI AKBAR DALE,KUTUBDIA,109
BARA GHOP,KUTUBDIA,143
DAKKHIN DHURUNG,KUTUBDIA,210
LEMSHIKHALI,KUTUBDIA,476
UTTAR DHURUNG,KUTUBDIA,774
BARA MAHESHKHALI,MAHESHKHALI,142
CHHOTOA MAHESHKHALI,MAHESHKHALI,176
DHALGHATA,MAHESHKHALI,210
HOANAK,MAHESHKHALI,343
KALARMARCHHARA,MAHESHKHALI,443
KUTUBJOM,MAHESHKHALI,452
MATARBARI,MAHESHKHALI,511
SHAPLAPUR,MAHESHKHALI,710
BARABAKIA,PEKUA,142
MAGNAMA,PEKUA,506
PEKUA,PEKUA,606
RAJAKHALI,PEKUA,673
SHILKHALI,PEKUA,707
TAITANG,PEKUA,741
UJANTIA,PEKUA,775
CHAKMARKUL,RAMU,175
DAKKHIN MITHACHHARI,RAMU,209
EIDGAR,RAMU,243
FATEKHARKUL,RAMU,277
GARJANIA,RAMU,311
JOARIANALA,RAMU,411
KACHCHHAPIA,RAMU,445
KAUAR KHOP,RAMU,454
KHUNIAPALANG,RAMU,463
RAJARKUL,RAMU,679
RASHIDNAGAR,RAMU,688
NHILA,TEKNAF,539
SABRANG,TEKNAF,705
SAINT MARTIN,TEKNAF,714
TEKNAF,TEKNAF,740
WHYKYONG,TEKNAF,840
WARD NO.03,TEKNAF,003
WARD NO.04,TEKNAF,004
WARD NO.05,TEKNAF,005
WARD NO.06,TEKNAF,006
WARD NO.07,TEKNAF,007
WARD NO.08,TEKNAF,008
WARD NO.09,TEKNAF,009
HALDIA PALANG,UKHIA,340
JALIA PALANG,UKHIA,407
PALANGKHALI,UKHIA,606
RAJAPALANG,UKHIA,673
RATNAPALANG,UKHIA,682
GHOPAL,CHHAGALNAIYA,307
MAHAMAYA,CHHAGALNAIYA,506
PATHANNAGAR,CHHAGALNAIYA,606
WARD NO 07,CHHAGALNAIYA,007
DAGANBHUIYAN,DAGANBHUIYAN,208
JAYLASKAR,DAGANBHUIYAN,407
MATUBHUIYAN,DAGANBHUIYAN,507
PURBA CHANDRAPUR,DAGANBHUIYAN,607
RAMNAGAR,DAGANBHUIYAN,683
SINDURPUR,DAGANBHUIYAN,709
YAKUBPUR,DAGANBHUIYAN,908
BALIGAON,FENI SADAR,142
DHALIA,FENI SADAR,210
FARHADNAGAR,FENI SADAR,278
FAZILPUR,FENI SADAR,287
KALIDAHA,FENI SADAR,445
KAZIRBAG,FENI SADAR,454
LEMUA,FENI SADAR,480
MOTABI,FENI SADAR,514
PANCHGACHHIA,FENI SADAR,614
SHARSHADI,FENI SADAR,714
AMJADHAT,FULGAZI,109
ANANDAPUR,FULGAZI,118
DARBARPUR,FULGAZI,210
FULGAZI,FULGAZI,277
GM HAT,FULGAZI,311
BOX MAHMUD,PARASHURAM,142
CHITHALIA,PARASHURAM,176
MIRZANAGAR,PARASHURAM,507
BAGADANA,SONAGAZI,143
CHAR CHANDIA,SONAGAZI,177
CHAR DARBESH,SONAGAZI,186
CHAR MAJLISHPUR,SONAGAZI,195
MANGALKANDI,SONAGAZI,510
MATIGANJ,SONAGAZI,519
NABABPUR,SONAGAZI,545
SONAGAZI,SONAGAZI,711
BABUCHHARA,DIGHINALA,142
BOALKHALI,DIGHINALA,151
DIGHINALA,DIGHINALA,210
KABAKHALI,DIGHINALA,442
MERUNG,DIGHINALA,509
GUIMARA,GUIMARA,307
HAFCHHARI,GUIMARA,341
SINDUKCHHARI,GUIMARA,705
BHAIBONCHHARA,KHAGRACHHARI SADAR,142
GOLABARI,KHAGRACHHARI SADAR,308
KAMALCHHARI,KHAGRACHHARI SADAR,441
KHAGRACHHARI,KHAGRACHHARI SADAR,450
PERACHHARA,KHAGRACHHARI SADAR,608
BARMACHHARI,LAKKHICHHARI,142
DULYATALI,LAKKHICHHARI,209
LAKKHICHHARI,LAKKHICHHARI,474
KIYANGGHAT,MAHALCHHARI,439
MAHALCHHARI,MAHALCHHARI,506
MAISCHHARI,MAHALCHHARI,515
MUBACHHARI,MAHALCHHARI,524
BATNATALI,MANIKCHHARI,142
JOGYACHHOLA,MANIKCHHARI,407
MANIKCHHARI,MANIKCHHARI,507
TINTAHARI,MANIKCHHARI,739
BARANAL,MATIRANGA,143
BELCHHARI,MATIRANGA,152
GUMTI,MATIRANGA,310
MATIRANGA,MATIRANGA,509
TABALCHHARI,MATIRANGA,741
TAINDANG,MATIRANGA,750
CHENGI,PANCHHARI,175
LATIBAN,PANCHHARI,473
LOGANG,PANCHHARI,482
PANCHHARI,PANCHHARI,607
ULTACHHARI,PANCHHARI,773
PATACHHARA,RAMGARH,604
RAMGAR,RAMGARH,671
CHAR FALCAN,KAMALNAGAR,175
CHAR KADIRA,KAMALNAGAR,184
CHAR KALKINI,KAMALNAGAR,193
CHAR LAWRENCE,KAMALNAGAR,202
CHAR MARTIN,KAMALNAGAR,211
PATARIR HAT,KAMALNAGAR,610
SAHEBER HAT,KAMALNAGAR,710
TORABGANJ,KAMALNAGAR,744
BANGAKHAN,LAKSHMIPUR SADAR,142
BASHIKPUR,LAKSHMIPUR SADAR,151
BHABANIGANJ,LAKSHMIPUR SADAR,160
CHANDRAGANJ,LAKSHMIPUR SADAR,178
CHAR RAMANI,LAKSHMIPUR SADAR,187
CHAR RUHITA,LAKSHMIPUR SADAR,196
CHAR SHAHI,LAKSHMIPUR SADAR,205
DAKKHIN HAMCHADI,LAKSHMIPUR SADAR,215
DALALBAZAR,LAKSHMIPUR SADAR,224
DATTAPARA,LAKSHMIPUR SADAR,233
DIGHALI,LAKSHMIPUR SADAR,242
HAJIRPARA,LAKSHMIPUR SADAR,351
KUSHAKHALI,LAKSHMIPUR SADAR,451
LAHARKANDI,LAKSHMIPUR SADAR,485
MANDARI,LAKSHMIPUR SADAR,519
PARBATINAGAR,LAKSHMIPUR SADAR,619
SHAKCHAR,LAKSHMIPUR SADAR,719
TEOARIGANJ,LAKSHMIPUR SADAR,753
TUMCHAR,LAKSHMIPUR SADAR,762
UTTAR HAMCHADI,LAKSHMIPUR SADAR,788
UTTAR JOYPUR,LAKSHMIPUR SADAR,797
WARD NO.13,LAKSHMIPUR SADAR,013
WARD NO.14,LAKSHMIPUR SADAR,014
WARD NO.15,LAKSHMIPUR SADAR,015
BAMNI,RAIPUR,142
CHAR MOHANA,RAIPUR,176
DAKKHIN CHAR ABABIL,RAIPUR,211
DAKKHIN CHAR BANGSHI,RAIPUR,220
KEROA,RAIPUR,444
RAIPUR,RAIPUR,676
UTTAR CHAR ABABIL,RAIPUR,777
UTTAR CHARBANGSHI,RAIPUR,786
BHADUR,RAMGANJ,142
BHATRA,RAMGANJ,151
BHOLAKOT,RAMGANJ,160
CHANDIPUR,RAMGANJ,178
DARBESHPUR,RAMGANJ,212
ICHHAPUR,RAMGANJ,378
KANCHANPUR,RAMGANJ,445
KARPARA,RAMGANJ,454
LAMCHAR,RAMGANJ,480
BARAKHERI,RAMGATI,142
CHAR ABDULLAH,RAMGATI,176
CHAR ALEXANDER,RAMGATI,185
CHAR ALGI,RAMGATI,194
CHAR BADAM,RAMGATI,203
CHAR GAZI,RAMGATI,212
CHAR PORAGACHHA,RAMGATI,221
CHAR ROMIZ,RAMGATI,230
ALAIYARPUR,BEGUMGANJ,109
AMANULLAPUR,BEGUMGANJ,118
BEGUMGANJ,BEGUMGANJ,144
CHHAYANI,BEGUMGANJ,178
GOPALPUR,BEGUMGANJ,313
JIRTALI,BEGUMGANJ,414
KADIRPUR,BEGUMGANJ,448
KUTUBPUR,BEGUMGANJ,457
MIR WARISHPUR,BEGUMGANJ,516
NAROTTAMPUR,BEGUMGANJ,550
RAJGANJ,BEGUMGANJ,683
BADALKOT,CHATKHIL,142
HATPUKURIA GHATLABAG,CHATKHIL,341
KHILPARA,CHATKHIL,441
MOHAMMADPUR,CHATKHIL,508
NOAKHALA,CHATKHIL,542
PANCHGAON,CHATKHIL,609
PARKOTE,CHATKHIL,618
RAMNARAYANPUR,CHATKHIL,677
SHAHAPUR,CHATKHIL,711
CHAR ELAHI,COMPANIGANJ,175
CHAR FAKIRA,COMPANIGANJ,184
CHAR HAJARI,COMPANIGANJ,193
CHAR KANKRA,COMPANIGANJ,202
CHAR PARBATI,COMPANIGANJ,211
MUSAPUR,COMPANIGANJ,510
SIRAJPUR,COMPANIGANJ,710
CHANANDI,HATIYA,176
CHAR ISWAR,HATIYA,185
CHAR KING,HATIYA,194
HARNI,HATIYA,344
JAHAJMARA,HATIYA,411
NIJHUM DWIP,HATIYA,553
SONADIA,HATIYA,711
SUKHCHAR,HATIYA,720
TAMARADDI,HATIYA,746
BATAIYA,KABIRHAT,142
CHAPRASHIRHAT,KABIRHAT,176
DHAN SIRI,KABIRHAT,210
DHANSHALIK,KABIRHAT,219
GHOSHBAG,KABIRHAT,311
SONDALPUR,KABIRHAT,709
ARJUNTALA,SENBAG,109
BIJBAG,SENBAG,143
CHHATARPAIYA,SENBAG,177
DUMURIA,SENBAG,211
KABILPUR,SENBAG,443
KADRA,SENBAG,452
KESHARPAR,SENBAG,461
NABIPUR,SENBAG,546
AMBARNAGAR,SONAIMURI,109
AMISHAPARA,SONAIMURI,118
BAJRA,SONAIMURI,144
BAROGAON,SONAIMURI,153
CHASHIRHAT,SONAIMURI,179
DEOTI,SONAIMURI,213
JAYAG,SONAIMURI,412
NADANA,SONAIMURI,545
NATESHWAR,SONAIMURI,554
CHAR AMANULLAH,SUBARNACHAR,175
CHAR BATA,SUBARNACHAR,184
CHAR CLARK,SUBARNACHAR,193
CHAR JABBAR,SUBARNACHAR,202
CHAR JUBILLE,SUBARNACHAR,211
CHAR WAPDA,SUBARNACHAR,220
PURBA CHAR BATA,SUBARNACHAR,611
ANDARCHAR,NOAKHALI SADAR,109
AOJBALIA,NOAKHALI SADAR,118
ASHWADIA,NOAKHALI SADAR,127
BINODPUR,NOAKHALI SADAR,145
CHAR MATUA,NOAKHALI SADAR,179
DADPUR,NOAKHALI SADAR,213
KADIR HANIF,NOAKHALI SADAR,446
KALADARAP,NOAKHALI SADAR,455
NEAZPUR,NOAKHALI SADAR,547
NOAKHALI,NOAKHALI SADAR,556
NOANNAI,NOAKHALI SADAR,565
PURBA CHAR MATUA,NOAKHALI SADAR,616
BAGHAICHHARI,BAGHAICHHARI,143
BANGALTALI,BAGHAICHHARI,152
KHEDARMARA,BAGHAICHHARI,442
MARISHYA,BAGHAICHHARI,509
RUPAKARI,BAGHAICHHARI,675
SAJEK,BAGHAICHHARI,709
AIMACHHARA,BARKAL,109
BARA HARINA,BARKAL,143
BHUSHANCHHARA,BARKAL,161
SUBALONG,BARKAL,707
BETBUNIA,KAWKHALI,142
FATIKCHHARI,KAWKHALI,275
GHAGRA,KAWKHALI,309
KALAMPATI,KAWKHALI,442
BARATHALI,BELAICHHARI,142
BELAICHHARI,BELAICHHARI,151
FARUA,BELAICHHARI,276
KENGRACHHARI,BELAICHHARI,442
CHANDRAGHONA,KAPTAI,175
CHITMARAM,KAPTAI,184
KAPTAI,KAPTAI,441
RAIKHALI,KAPTAI,673
WAGGA,KAPTAI,839
BANJOGICHHARA,JURACHHARI,142
DUMDUMYA,JURACHHARI,209
JURACHHARI,JURACHHARI,408
MAIDANG,JURACHHARI,508
ATARAKCHHARA,LANGADU,109
BAGACHATAR,LANGADU,143
BHASANYADAM,LANGADU,152
GULSHAKHALI,LANGADU,310
KALAPAKUJYA,LANGADU,443
LANGADU,LANGADU,477
MAINIMUKH,LANGADU,511
BURIGHAT,NANIARCHAR,142
GHILACHHARI,NANIARCHAR,308
NANIARCHAR,NANIARCHAR,540
SABEKKHYONG,NANIARCHAR,706
BANGALHALIA,RAJASTHALI,142
GAINDYA,RAJASTHALI,308
BALUKHALI,RANGAMATI SADAR,142
BANDUKBHANGA,RANGAMATI SADAR,151
JIBTALI,RANGAMATI SADAR,408
KUTUKCHHARI,RANGAMATI SADAR,442
MAGBAN,RANGAMATI SADAR,509
SAPCHHARI,RANGAMATI SADAR,708
AMTA,DHAMRAI,109
BAISHAKANDA,DHAMRAI,143
BHARARIA,DHAMRAI,161
CHOUHAT,DHAMRAI,179
DHAMRAI,DHAMRAI,213
GANGUTIA,DHAMRAI,313
JADABPUR,DHAMRAI,413
KULLA,DHAMRAI,447
KUSHURA,DHAMRAI,456
NANNAR,DHAMRAI,548
ROAIL,DHAMRAI,681
SANORA,DHAMRAI,715
SOMBHAG,DHAMRAI,724
SUAPUR,DHAMRAI,733
SUTIPARA,DHAMRAI,742
WARD NO.01,DHAMRAI,001
BILASPUR,DOHAR,142
KUSHUMHATI,DOHAR,440
MAHMUDPUR,DOHAR,507
MUKSUDPUR,DOHAR,516
NARISHA,DOHAR,542
NAYABARI,DOHAR,551
RAIPARA,DOHAR,676
SUTARPARA,DOHAR,710
BASTA,KERANIGANJ,143
HAJRATPUR,KERANIGANJ,342
JINJIRA,KERANIGANJ,409
KALATIA,KERANIGANJ,443
KALINDI,KERANIGANJ,452
KONDA,KERANIGANJ,461
RUHITPUR,KERANIGANJ,677
SHAKTA,KERANIGANJ,711
SHUBHADHYA,KERANIGANJ,720
TARANAGAR,KERANIGANJ,746
TEGHARIA,KERANIGANJ,755
AGLA,NAWABGANJ,109
BAHRA,NAWABGANJ,143
BAKSNAGAR,NAWABGANJ,152
BANDURA,NAWABGANJ,161
BARUAKHALI,NAWABGANJ,170
CHURAIN,NAWABGANJ,180
JANTRAIL,NAWABGANJ,413
JOYKRISHNAPUR,NAWABGANJ,422
KAILAIL,NAWABGANJ,448
KALAKOPA,NAWABGANJ,457
NAYANSREE,NAWABGANJ,549
SHIKARIPARA,NAWABGANJ,715
SHOLLA,NAWABGANJ,724
AMIN BAZAR,SAVAR,109
ASHULIA,SAVAR,118
BANGAON,SAVAR,144
BHAKURTA,SAVAR,153
BIRULIA,SAVAR,162
DHAMSONA,SAVAR,213
KAUNDIA,SAVAR,445
PATHALIA,SAVAR,611
SAVAR,SAVAR,711
SHIMULIA,SAVAR,729
TENTULJHORA,SAVAR,747
YEARPUR,SAVAR,913
SAVAR CANTONMENT,SAVAR,998
WARD NO. 27 (63),BANGSHAL,027
WARD NO. 30 (66) (PART),BANGSHAL,030
WARD NO. 31 (67) (PART),BANGSHAL,031
WARD NO. 32 (68) (PART),BANGSHAL,032
WARD NO. 33 (69),BANGSHAL,033
WARD NO. 34 (70),BANGSHAL,034
WARD NO. 35 (71) (PART),BANGSHAL,035
WARD NO. 98 (PART) (RESTRICTED AREA),CANTONMENT,998
WARD NO .27 (63) (PART),CHAKBAZAR,027
WARD NO. 28 (64),CHAKBAZAR,028
WARD NO. 29 (65),CHAKBAZAR,029
WARD-064(PART),DEMRA,064
WARD NO. 65 (PART),DEMRA,065
WARD NO. 66,DEMRA,066
WARD NO. 67,DEMRA,067
WARD NO. 68,DEMRA,068
WARD NO. 69,DEMRA,069
WARD NO. 70,DEMRA,070
WARD NO .14 (48),DHANMONDI,014
WARD NO .15 (49),DHANMONDI,015
WARD NO 40. (76) (PART),GENDARIA,040
WARD NO. 45 (81),GENDARIA,045
WARD NO. 46 (82),GENDARIA,046
WARD NO 14. (48) (PART),HAZARIBAG,014
WARD NO. 22 (58),HAZARIBAG,022
WARD NO. 48 (84),JATRABARI,048
WARD NO. 49 (85),JATRABARI,049
WARD NO. 50 (86),JATRABARI,050
WARD NO. 61 (PART),JATRABARI,061
WARD NO. 62 (PART),JATRABARI,062
WARD NO. 63,JATRABARI,063
WARD NO. 64,JATRABARI,064
WARD NO. 65,JATRABARI,065
WARD NO. 52 (88),KADAMTALI,052
WARD NO. 53 (89),KADAMTALI,053
WARD NO. 54 (90),KADAMTALI,054
WARD NO. 58,KADAMTALI,058
WARD NO. 59,KADAMTALI,059
WARD NO. 60,KADAMTALI,060
DANIA (PART),KADAMTALI,208
